house_id,Type,Location,Area,Bath(s),Bedroom(s),Price
44598934,House,"Bedian Road, Lahore, Punjab",5 Marla,4,3,12000000
44598935,House,"Bedian Road, Lahore, Punjab",5 Marla,4,3,12000000
44568334,House,"Bedian Road, Lahore, Punjab",5 Marla,4,3,12000000
46571666,Flat,"Bahria Town, Lahore, Punjab",2.2 Marla,1,1,6500000
44598933,House,"Bedian Road, Lahore, Punjab",5 Marla,4,3,12000000
44412111,House,"Bahria Town, Lahore, Punjab",10 Marla,6,5,37000000
46570739,House,"Bahria Town, Lahore, Punjab",10 Marla,6,5,37500000
45832027,House,"Bahria Town, Lahore, Punjab",10 Marla,6,5,37500000
47390842,House,"DHA Defence, Lahore, Punjab",10 Marla,5,4,40000000
47355189,House,"DHA Defence, Lahore, Punjab",7 Marla,5,4,39000000
47390959,Flat,"Izmir Town, Lahore, Punjab",2.8 Marla,1,1,3900000
46565453,House,"EME Society, Lahore, Punjab",1 Kanal,6,5,61000000
47390948,House,"Raiwind Road, Lahore, Punjab",5 Marla,3,3,30000000
46566099,House,"EME Society, Lahore, Punjab",1 Kanal,6,5,57000000
47016246,House,"Bahria Town, Lahore, Punjab",1 Kanal,6,6,60000000
46570257,Flat,"Raiwind Road, Lahore, Punjab",3.2 Marla,2,2,9333000
47026376,House,"Bahria Town, Lahore, Punjab",5 Marla,4,3,23000000
46433231,House,"EME Society, Lahore, Punjab",1 Kanal,6,5,125000000
46571074,House,"Rail Town (Canal City), Lahore, Punjab",12 Marla,6,5,38000000
46544692,House,"EME Society, Lahore, Punjab",1 Kanal,6,5,62000000
45619871,House,"EME Society, Lahore, Punjab",1.6 Kanal,6,9,80000000
46378871,House,"Raiwind Road, Lahore, Punjab",5 Marla,5,4,29000000
46228509,House,"EME Society, Lahore, Punjab",1.6 Kanal,6,6,73000000
46242542,House,"EME Society, Lahore, Punjab",5 Marla,4,3,21500000
46050393,House,"Hassan Town, Lahore, Punjab",5.5 Marla,4,4,16900000
46502741,House,"Bahria Town, Lahore, Punjab",10 Marla,5,5,35000000
46390471,House,"Bahria Town, Lahore, Punjab",5 Marla,4,3,21000000
47388155,House,"Allama Iqbal Town, Lahore, Punjab",5 Marla,6,6,34000000
47320075,House,"Bahria Town, Lahore, Punjab",10 Marla,6,5,35000000
46799962,House,"Ichhra, Lahore, Punjab",9 Marla,5,5,21000000
46278240,House,"Jubilee Town, Lahore, Punjab",7 Marla,6,6,26000000
47358881,House,"Park View City, Lahore, Punjab",5 Marla,5,4,23000000
46753729,Flat,"Raiwind Road, Lahore, Punjab",2.8 Marla,1,1,6500000
45904945,House,"Al Rehman Garden, Lahore, Punjab",3 Marla,2,1,6200000
46191001,House,"Al Rehman Garden, Lahore, Punjab",4 Marla,4,3,13500000
46740296,House,"Al Rehman Garden, Lahore, Punjab",5 Marla,4,3,11000000
46268647,Flat,"Askari, Lahore, Punjab",10 Marla,3,3,26500000
45902982,House,"Al Rehman Garden, Lahore, Punjab",3 Marla,4,3,9000000
47382761,House,"DHA Defence, Lahore, Punjab",1 Marla,3,2,49600000
46289451,House,"Askari, Lahore, Punjab",10 Marla,4,4,45000000
47295282,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,5,61000000
45905044,House,"Al Rehman Garden, Lahore, Punjab",4 Marla,3,2,8000000
47041412,Flat,"Bahria Orchard, Lahore, Punjab",5 Marla,4,3,6500000
46075513,House,"Valencia Housing Society, Lahore, Punjab",10 Marla,5,5,35000000
46684192,House,"Askari, Lahore, Punjab",10 Marla,5,5,52500000
36073871,House,"Gulberg, Lahore, Punjab",4.5 Kanal,4,4,500000000
36073874,House,"Gulberg, Lahore, Punjab",2 Kanal,7,5,175000000
36073880,House,"Gulberg, Lahore, Punjab",4 Kanal,4,4,550000000
47384468,House,"IEP Engineers Town, Lahore, Punjab",10 Marla,5,5,32500000
47016733,House,"Canal Bank Housing Scheme, Lahore, Punjab",5 Marla,3,2,21000000
47384759,House,"Gulshan-e-Ravi, Lahore, Punjab",10 Marla,5,5,67500000
47384758,House,"Gulshan-e-Ravi, Lahore, Punjab",5 Marla,4,4,29500000
46801506,House,"Al Rehman Garden, Lahore, Punjab",4 Marla,4,3,11500000
47373941,House,"Valencia Housing Society, Lahore, Punjab",10 Marla,5,4,36500000
47373940,House,"DHA 11 Rahbar, Lahore, Punjab",5 Marla,4,3,22500000
47003894,House,"Khayaban-e-Amin, Lahore, Punjab",10 Marla,5,4,29800000
45616915,House,"Lahore Motorway City, Lahore, Punjab",3.5 Marla,2,2,3800000
46507105,House,"Johar Town, Lahore, Punjab",5 Marla,5,6,23000000
45712918,House,"Lahore Motorway City, Lahore, Punjab",7 Marla,5,5,13500000
46820346,House,"Raiwind Road, Lahore, Punjab",10 Marla,5,5,30000000
46170186,House,"Model Town, Lahore, Punjab",1 Kanal,6,5,90000000
47376998,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,5,60000000
47374785,House,"Central Park Housing Scheme, Lahore, Punjab",1 Kanal,6,6,60000000
41312796,House,"Model Town, Lahore, Punjab",1 Kanal,6,5,100000000
43025669,House,"DHA Defence, Lahore, Punjab",5 Marla,4,3,26000000
47099785,House,"Nasheman-e-Iqbal, Lahore, Punjab",10 Marla,6,5,34000000
47086947,House,"Punjab Govt Employees Society, Lahore, Punjab",10 Marla,6,5,42500000
46925248,House,"Allama Iqbal Town, Lahore, Punjab",10 Marla,6,5,30000000
47370992,House,"Bahria Town, Lahore, Punjab",10 Marla,6,5,38900000
47371110,House,"DHA 11 Rahbar, Lahore, Punjab",5 Marla,4,3,23500000
46692467,House,"Pak Arab Housing Society, Lahore, Punjab",5 Marla,5,4,8900000
47371391,House,"DHA Defence, Lahore, Punjab",1 Kanal,5,5,105000000
47086723,House,"PCSIR Housing Scheme, Lahore, Punjab",1 Kanal,6,5,68000000
46882690,House,"UET Housing Society, Lahore, Punjab",10 Marla,6,5,33000000
46878124,House,"Wapda Town, Lahore, Punjab",4 Marla,5,4,17000000
46955951,House,"Johar Town, Lahore, Punjab",5 Marla,5,5,23000000
46905459,House,"Nasheman-e-Iqbal, Lahore, Punjab",5 Marla,6,6,16500000
46924317,House,"Revenue Society, Lahore, Punjab",5 Marla,6,6,27000000
46327537,House,"Rail Town (Canal City), Lahore, Punjab",12.5 Marla,5,5,45000000
45610058,House,"PIA Housing Scheme, Lahore, Punjab",15 Marla,6,5,55000000
47379147,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,5,87500000
46755796,House,"Abdalians Cooperative Housing Society, Lahore, Punjab",10 Marla,5,5,45000000
46626708,House,"Central Park Housing Scheme, Lahore, Punjab",7.5 Marla,5,3,21500000
46755896,House,"PCSIR Housing Scheme, Lahore, Punjab",10 Marla,5,5,43000000
44638605,House,"Nawab Town, Lahore, Punjab",3.5 Marla,4,3,14000000
46554903,House,"Lahore Medical Housing Society, Lahore, Punjab",3 Marla,4,3,12000000
45924758,House,"Canal Fort II, Lahore, Punjab",3 Marla,4,3,6700000
45857134,House,"GT Road, Lahore, Punjab",3 Marla,4,3,7000000
45855066,House,"Ghous Garden, Lahore, Punjab",3 Marla,4,3,7000000
45851852,House,"Ghous Garden, Lahore, Punjab",2.2 Marla,4,3,6900000
45839522,House,"Rizwan Garden Scheme, Lahore, Punjab",2.5 Marla,4,3,6500000
45629115,House,"GT Road, Lahore, Punjab",4 Marla,4,3,10500000
45627116,House,"Al-Hafeez Garden Road, Lahore, Punjab",2.5 Marla,4,3,6800000
45627317,House,"GT Road, Lahore, Punjab",3 Marla,4,3,12000000
45615434,House,"Al-Hafeez Garden Road, Lahore, Punjab",2.2 Marla,3,3,7200000
47343243,House,"Al Rehman Garden, Lahore, Punjab",4 Marla,4,3,13500000
47341183,House,"Al Rehman Garden, Lahore, Punjab",3 Marla,4,3,9800000
46952502,House,"Al Rehman Garden, Lahore, Punjab",5 Marla,5,5,15500000
46713933,House,"Central Park Housing Scheme, Lahore, Punjab",10 Marla,6,5,31500000
47306349,House,"Ghous Garden, Lahore, Punjab",3.5 Marla,3,3,7000000
47109852,House,"Rehmanpura (Harbanspura), Lahore, Punjab",4 Marla,4,4,9000000
47098807,House,"Lahore Medical Housing Society, Lahore, Punjab",3 Marla,3,3,10500000
47354573,House,"Johar Town, Lahore, Punjab",13 Marla,6,6,45000000
47354968,House,"DHA 11 Rahbar, Lahore, Punjab",5 Marla,4,3,21000000
46702261,House,"Johar Town, Lahore, Punjab",1 Kanal,6,5,52000000
46702633,House,"Revenue Society, Lahore, Punjab",1 Kanal,6,5,51000000
46540684,House,"Architects Engineers Housing Society, Lahore, Punjab",10 Marla,6,5,34000000
47041024,Flat,"Gulberg, Lahore, Punjab",7.8 Marla,3,3,43800000
47357054,House,"DHA 11 Rahbar, Lahore, Punjab",5 Marla,5,3,22800000
46913629,House,"DHA 11 Rahbar, Lahore, Punjab",5 Marla,4,3,21000000
46913910,House,"DHA 11 Rahbar, Lahore, Punjab",10 Marla,6,5,42500000
46755894,House,"Johar Town, Lahore, Punjab",12 Marla,6,5,75000000
47312921,House,"DHA Defence, Lahore, Punjab",10 Marla,5,4,55000000
47347625,House,"Bahria Orchard, Lahore, Punjab",10 Marla,6,5,28000000
47358776,House,"Park View City, Lahore, Punjab",5 Marla,4,4,15700000
47350240,House,"Main Canal Bank Road, Lahore, Punjab",5 Marla,4,3,30000000
47359034,House,"DHA 11 Rahbar, Lahore, Punjab",5 Marla,4,3,24000000
46726105,House,"Bahria Town, Lahore, Punjab",1 Kanal,6,5,85000000
46436826,House,"Allama Iqbal Town, Lahore, Punjab",5 Marla,4,4,27500000
43114065,House,"Allama Iqbal Town, Lahore, Punjab",5 Marla,6,6,20000000
46290316,House,"Royal Residencia, Lahore, Punjab",4 Marla,4,3,10900000
47019601,House,"Allama Iqbal Town, Lahore, Punjab",3 Marla,3,3,12500000
46897555,House,"Allama Iqbal Town, Lahore, Punjab",1 Marla,1,2,4500000
44001490,House,"Allama Iqbal Town, Lahore, Punjab",5 Marla,5,4,26500000
44989599,House,"Taj Bagh Scheme, Lahore, Punjab",6 Marla,3,4,17500000
46194749,House,"Baghbanpura, Lahore, Punjab",4.5 Marla,4,6,13000000
46194468,House,"Lahore Medical Housing Society, Lahore, Punjab",10 Marla,4,4,28000000
47337805,House,"Bedian Road, Lahore, Punjab",3 Marla,4,3,11500000
36073877,House,"Gulberg, Lahore, Punjab",2 Kanal,4,4,250000000
47268310,House,"Bahria Town, Lahore, Punjab",5 Marla,4,3,17800000
47339483,House,"Lahore Medical Housing Society, Lahore, Punjab",1 Kanal,6,5,55000000
47163531,House,"Raiwind Road, Lahore, Punjab",10 Marla,3,3,32500000
47163510,House,"Raiwind Road, Lahore, Punjab",5 Marla,5,4,20500000
46966305,House,"Raiwind Road, Lahore, Punjab",5 Marla,4,4,22500000
46990894,House,"Raiwind Road, Lahore, Punjab",7 Marla,3,3,25000000
46966448,House,"Raiwind Road, Lahore, Punjab",7 Marla,3,3,25000000
46831008,House,"Raiwind Road, Lahore, Punjab",3 Marla,4,3,13000000
47341072,House,"Bahria Town, Lahore, Punjab",5 Marla,4,3,24000000
47035386,House,"Salamatpura, Lahore, Punjab",2 Marla,3,3,6000000
47211660,House,"Bahria Town, Lahore, Punjab",5 Marla,4,3,16500000
46827845,House,"Rehan Garden, Lahore, Punjab",3 Marla,2,1,5500000
47014576,House,"Zaman Colony, Lahore, Punjab",6.3 Marla,4,3,22500000
46997377,House,"Bahria Orchard, Lahore, Punjab",5 Marla,4,3,14500000
46757984,House,"Central Park Housing Scheme, Lahore, Punjab",5 Marla,4,3,17000000
46574018,House,"Awan Town, Lahore, Punjab",3 Marla,3,3,9500000
46552669,House,"National Town, Lahore, Punjab",2.8 Marla,3,3,9200000
46552777,House,"Marghzar Officers Colony, Lahore, Punjab",3.2 Marla,3,3,12500000
46588206,House,"GT Road, Lahore, Punjab",3.5 Marla,3,3,11000000
46553665,House,"Al-Hamd Park, Lahore, Punjab",4 Marla,6,6,13000000
46374531,House,"GT Road, Lahore, Punjab",4 Marla,3,3,12000000
46828442,House,"Kacha Ferozepur Road, Lahore, Punjab",4 Marla,2,1,6000000
46285035,House,"Batapur, Lahore, Punjab",3 Marla,2,3,3500000
46799232,House,"Ferozepur Road, Lahore, Punjab",6 Marla,4,3,18500000
46285396,House,"Batapur, Lahore, Punjab",3 Marla,2,3,4000000
46327127,House,"GT Road, Lahore, Punjab",2.5 Marla,3,3,7000000
46514017,House,"Al Jalil Garden, Lahore, Punjab",5 Marla,4,5,12000000
47321311,House,"Nasheman-e-Iqbal, Lahore, Punjab",10 Marla,6,5,32500000
47147704,House,"Bahria Town, Lahore, Punjab",5 Marla,2,2,15000000
46608943,House,"Marghzar Officers Colony, Lahore, Punjab",1 Kanal,6,7,48000000
47107010,House,"Marghzar Officers Colony, Lahore, Punjab",10 Marla,4,4,27000000
47106870,House,"Marghzar Officers Colony, Lahore, Punjab",1 Kanal,6,7,47000000
45031425,House,"Johar Town, Lahore, Punjab",5 Marla,6,5,29000000
46228127,House,"Samanabad, Lahore, Punjab",5 Marla,4,4,17500000
45441606,House,"Shadab Garden, Lahore, Punjab",2.5 Marla,4,2,7500000
45431449,House,"Eden, Lahore, Punjab",5 Marla,2,3,11500000
45367019,House,"Sheraz Town, Lahore, Punjab",2 Marla,3,3,5350000
45441639,House,"Vital Homes Housing Scheme, Lahore, Punjab",3 Marla,4,3,9000000
46462123,House,"Ghous Garden, Lahore, Punjab",3 Marla,3,3,6000000
46828487,House,"Kahna, Lahore, Punjab",3 Marla,2,1,5500000
46662089,House,"Main Canal Bank Road, Lahore, Punjab",5 Marla,4,3,6800000
45441745,House,"Khayaban-e-Amin, Lahore, Punjab",5 Marla,2,2,6850000
46393617,House,"GT Road, Lahore, Punjab",5 Marla,5,4,21000000
45278088,House,"Audit & Accounts Housing Society, Lahore, Punjab",5.3 Marla,6,5,16500000
46626045,House,"Valencia Housing Society, Lahore, Punjab",1 Kanal,6,5,52500000
45842844,House,"Khayaban-e-Amin, Lahore, Punjab",5 Marla,4,3,15000000
44630556,House,"Audit & Accounts Housing Society, Lahore, Punjab",16 Marla,4,3,23000000
47276767,House,"Johar Town, Lahore, Punjab",12 Marla,6,6,60000000
36653281,House,"Architects Engineers Housing Society, Lahore, Punjab",10 Marla,4,3,28500000
43115990,House,"Allama Iqbal Town, Lahore, Punjab",3 Marla,2,4,9500000
46825291,House,"Central Park Housing Scheme, Lahore, Punjab",10 Marla,6,5,26000000
46850374,House,"Bahria Nasheman, Lahore, Punjab",5 Marla,4,3,13000000
47067747,House,"LDA Avenue, Lahore, Punjab",10 Marla,5,5,37000000
46801002,House,"Punjab Government Servant Housing Foundation, Lahore, Punjab",7 Marla,2,2,16500000
46074646,Flat,"Khayaban-e-Amin, Lahore, Punjab",5 Marla,1,2,2500000
47014961,House,"Al Rehman Garden, Lahore, Punjab",6 Marla,6,5,19500000
46912369,House,"Al Rehman Garden, Lahore, Punjab",6 Marla,6,6,22500000
47015763,House,"Al Rehman Garden, Lahore, Punjab",8 Marla,6,5,28000000
46937996,House,"Central Park Housing Scheme, Lahore, Punjab",10 Marla,5,5,31000000
46069791,House,"Raiwind Road, Lahore, Punjab",10 Marla,4,4,26000000
46929205,House,"Al Rehman Garden, Lahore, Punjab",10 Marla,6,6,37500000
47103262,House,"Lahore Medical Housing Society, Lahore, Punjab",5 Marla,5,5,13500000
46397255,House,"GT Road, Lahore, Punjab",5 Marla,6,5,16500000
46360775,House,"Al Rehman Garden, Lahore, Punjab",6 Marla,5,5,17500000
47104287,House,"Punjab Govt Employees Society, Lahore, Punjab",1 Kanal,6,6,55000000
46863538,House,"Eden, Lahore, Punjab",10 Marla,3,3,18000000
47086714,House,"Wapda Town, Lahore, Punjab",1 Kanal,6,7,57000000
47201240,House,"Al-Hamd Park, Lahore, Punjab",2.5 Marla,4,4,12500000
46866427,House,"IEP Engineers Town, Lahore, Punjab",1 Kanal,6,6,60000000
46512789,House,"Wapda Town, Lahore, Punjab",5 Marla,3,3,21000000
46608802,House,"Architects Engineers Housing Society, Lahore, Punjab",1 Kanal,5,5,54000000
45625933,House,"State Life Housing Society, Lahore, Punjab",10 Marla,4,4,32000000
45937281,House,"Wapda Town, Lahore, Punjab",1 Kanal,6,6,57500000
46584129,House,"Nasheman-e-Iqbal, Lahore, Punjab",4 Marla,3,3,13500000
47013775,House,"Nasheman-e-Iqbal, Lahore, Punjab",6 Marla,5,5,22500000
46571862,House,"Harbanspura, Lahore, Punjab",7.5 Marla,3,2,16000000
46722201,House,"Wapda Town, Lahore, Punjab",5 Marla,4,3,24500000
45361011,House,"DHA 11 Rahbar, Lahore, Punjab",8 Marla,5,5,35500000
46799151,House,"DHA 11 Rahbar, Lahore, Punjab",5 Marla,5,4,17500000
47180164,House,"Cavalry Extension, Lahore, Punjab",3 Marla,3,3,13500000
47179317,House,"NFC 1, Lahore, Punjab",2 Kanal,4,3,60000000
46906964,House,"GT Road, Lahore, Punjab",2.5 Marla,1,1,3400000
47070055,House,"Walton Road, Lahore, Punjab",2.5 Marla,2,2,8200000
46785207,House,"Walton Road, Lahore, Punjab",4 Marla,4,3,14000000
46864914,House,"Tariq Gardens, Lahore, Punjab",1 Kanal,6,5,78000000
46512835,House,"Garden Town, Lahore, Punjab",1 Kanal,4,4,75000000
46877265,House,"Architects Engineers Housing Society, Lahore, Punjab",10 Marla,6,5,38500000
46112430,House,"Model Town, Lahore, Punjab",5 Marla,3,3,33000000
46195815,House,"Park View City, Lahore, Punjab",5 Marla,4,4,17000000
46195629,House,"Park View City, Lahore, Punjab",5 Marla,4,4,16500000
46195569,House,"Park View City, Lahore, Punjab",5 Marla,4,4,17000000
46195327,House,"Park View City, Lahore, Punjab",5.9 Marla,4,4,22000000
46195369,House,"Park View City, Lahore, Punjab",5 Marla,4,4,18500000
46195146,House,"Park View City, Lahore, Punjab",5.9 Marla,4,4,22000000
46194336,House,"Park View City, Lahore, Punjab",5 Marla,4,4,18500000
46193086,House,"Park View City, Lahore, Punjab",5 Marla,4,4,18500000
46192926,House,"Park View City, Lahore, Punjab",5 Marla,4,4,9700000
46192824,House,"Park View City, Lahore, Punjab",5 Marla,4,4,16500000
46040994,House,"Park View City, Lahore, Punjab",5 Marla,4,4,18500000
45624014,House,"Park View City, Lahore, Punjab",5 Marla,4,4,20000000
46193610,House,"Park View City, Lahore, Punjab",5.9 Marla,4,4,23000000
46193553,House,"Park View City, Lahore, Punjab",5 Marla,4,4,18000000
46253029,House,"Park View City, Lahore, Punjab",6.2 Marla,5,5,24500000
46195892,House,"Park View City, Lahore, Punjab",5 Marla,4,4,17500000
46245825,House,"Park View City, Lahore, Punjab",5 Marla,4,4,19000000
46245477,House,"Park View City, Lahore, Punjab",5 Marla,4,4,19000000
46245027,House,"Park View City, Lahore, Punjab",5 Marla,4,4,19000000
46235255,House,"Park View City, Lahore, Punjab",5 Marla,4,4,18500000
46231759,House,"Park View City, Lahore, Punjab",5 Marla,4,4,17000000
46213155,House,"Park View City, Lahore, Punjab",5 Marla,4,4,18500000
46212527,House,"Park View City, Lahore, Punjab",5 Marla,4,4,12500000
46212915,House,"Park View City, Lahore, Punjab",5 Marla,4,4,18500000
46212586,House,"Park View City, Lahore, Punjab",5 Marla,4,4,12500000
46211925,House,"Park View City, Lahore, Punjab",5 Marla,4,4,21500000
46198523,House,"Park View City, Lahore, Punjab",10 Marla,6,6,40000000
46212471,House,"Park View City, Lahore, Punjab",5 Marla,4,4,18500000
46198406,House,"Park View City, Lahore, Punjab",5 Marla,4,4,18500000
46198757,House,"Park View City, Lahore, Punjab",5 Marla,4,4,17500000
46325196,House,"Park View City, Lahore, Punjab",5 Marla,4,3,17500000
46307405,House,"Park View City, Lahore, Punjab",5 Marla,4,5,16000000
46264064,House,"Park View City, Lahore, Punjab",5 Marla,4,4,18000000
46258059,House,"Park View City, Lahore, Punjab",5 Marla,4,4,18000000
46265316,House,"Park View City, Lahore, Punjab",5 Marla,5,5,13700000
46286433,House,"Park View City, Lahore, Punjab",5 Marla,4,4,19000000
46256410,House,"Park View City, Lahore, Punjab",5 Marla,4,4,18800000
46253110,House,"Park View City, Lahore, Punjab",5 Marla,4,4,17500000
46198383,House,"Park View City, Lahore, Punjab",11 Marla,6,4,30000000
46198278,House,"Park View City, Lahore, Punjab",10 Marla,6,5,38000000
46198245,House,"Park View City, Lahore, Punjab",7 Marla,5,5,32500000
46198274,House,"Park View City, Lahore, Punjab",5 Marla,4,4,17000000
46197910,House,"Park View City, Lahore, Punjab",5 Marla,5,4,17000000
46197573,House,"Park View City, Lahore, Punjab",5 Marla,3,3,17000000
46197844,House,"Park View City, Lahore, Punjab",10 Marla,6,5,31500000
46688095,House,"Al-Hamad Colony (AIT), Lahore, Punjab",1.8 Marla,3,3,7300000
46197419,House,"Park View City, Lahore, Punjab",10 Marla,6,6,39000000
46824519,House,"Park View City, Lahore, Punjab",5 Marla,4,4,18500000
46802929,House,"Park View City, Lahore, Punjab",5 Marla,4,4,19500000
46802734,House,"Park View City, Lahore, Punjab",5 Marla,4,4,19500000
46798951,House,"Park View City, Lahore, Punjab",5 Marla,4,4,18500000
46792975,House,"Park View City, Lahore, Punjab",5 Marla,4,4,18000000
46798744,House,"Park View City, Lahore, Punjab",5 Marla,4,4,21500000
46792787,Flat,"Muslim Town, Lahore, Punjab",5 Marla,2,2,13000000
46598530,House,"Park View City, Lahore, Punjab",10 Marla,6,6,35500000
46749681,House,"Park View City, Lahore, Punjab",5 Marla,4,4,22500000
46440812,House,"Park View City, Lahore, Punjab",10 Marla,6,5,42500000
47060552,House,"Bahria Town, Lahore, Punjab",10 Marla,6,5,40000000
47062078,House,"Paragon City, Lahore, Punjab",10 Marla,6,5,46500000
46981603,House,"Paragon City, Lahore, Punjab",8.5 Marla,6,5,36000000
47137889,House,"Park View City, Lahore, Punjab",5 Marla,4,4,17500000
46671753,House,"Wapda Town, Lahore, Punjab",10 Marla,6,5,38000000
47299848,House,"Valencia Housing Society, Lahore, Punjab",11 Marla,6,5,52000000
47299885,House,"Valencia Housing Society, Lahore, Punjab",10 Marla,6,5,34900000
46038318,House,"LDA Avenue, Lahore, Punjab",10 Marla,6,5,31500000
46722371,House,"PCSIR Staff Colony, Lahore, Punjab",16 Marla,6,6,42500000
46184639,House,"Punjab Govt Employees Society, Lahore, Punjab",2 Kanal,6,6,85000000
46176225,House,"Mateen Avenue, Lahore, Punjab",5 Marla,4,4,17000000
46718346,House,"PCSIR Staff Colony, Lahore, Punjab",8 Marla,3,2,20000000
46711625,House,"College Road, Lahore, Punjab",17 Marla,6,5,47500000
47036108,House,"GT Road, Lahore, Punjab",5 Marla,5,4,12000000
46300999,House,"Military Accounts Housing Society, Lahore, Punjab",8 Marla,6,6,28500000
47036052,House,"GT Road, Lahore, Punjab",3 Marla,4,3,6000000
47001898,House,"Tajpura, Lahore, Punjab",3 Marla,3,4,7000000
47036011,House,"GT Road, Lahore, Punjab",3 Marla,4,3,6000000
47001837,House,"Ghous Garden, Lahore, Punjab",3 Marla,3,4,4500000
47001747,House,"Ghous Garden, Lahore, Punjab",3 Marla,4,3,6000000
47001711,House,"Al Rehman Garden, Lahore, Punjab",4 Marla,4,3,12000000
45954301,House,"Park View City, Lahore, Punjab",6 Marla,4,4,19500000
42205832,House,"Shah Jamal, Lahore, Punjab",8 Marla,6,8,37000000
45460200,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,5,81000000
47164872,House,"Wapda Town, Lahore, Punjab",1 Kanal,6,5,55000000
47060232,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,5,90000000
46508089,House,"Eden, Lahore, Punjab",5 Marla,4,4,10500000
46267202,House,"Lahore Motorway City, Lahore, Punjab",3 Marla,3,3,9000000
46529872,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,5,98000000
47282624,House,"DHA 11 Rahbar, Lahore, Punjab",5 Marla,4,3,21000000
46657452,House,"Nawab Town, Lahore, Punjab",10 Marla,5,5,35000000
47282420,House,"DHA 11 Rahbar, Lahore, Punjab",5 Marla,4,3,24000000
47250413,House,"Military Accounts Housing Society, Lahore, Punjab",12 Marla,6,7,41500000
47282705,House,"DHA 11 Rahbar, Lahore, Punjab",5 Marla,4,3,23000000
46629927,House,"Al Rehman Garden, Lahore, Punjab",5 Marla,3,2,11000000
47068922,House,"Bahria Town, Lahore, Punjab",8 Kanal,4,3,26000000
47019351,Flat,"Bahria Orchard, Lahore, Punjab",5 Marla,1,2,4900000
47019206,House,"Bahria Orchard, Lahore, Punjab",8 Marla,5,5,23500000
45726699,House,"DHA Defence, Lahore, Punjab",5 Marla,4,3,22500000
46353465,House,"DHA 11 Rahbar, Lahore, Punjab",5 Marla,4,3,23500000
47254909,House,"Shanghai Road, Lahore, Punjab",1 Kanal,5,5,70000000
47254907,House,"Shanghai Road, Lahore, Punjab",5 Marla,3,3,16000000
47254905,House,"Shanghai Road, Lahore, Punjab",5 Marla,3,3,16000000
46245421,Flat,"Cantt, Lahore, Punjab",11 Marla,3,3,38500000
47258784,House,"Cantt, Lahore, Punjab",5 Marla,3,3,16000000
47261863,House,"DHA Defence, Lahore, Punjab",5 Marla,4,3,18500000
47258786,House,"Cantt, Lahore, Punjab",5 Marla,3,3,16500000
46410749,House,"Bankers Avenue Cooperative Housing Society, Lahore, Punjab",10 Marla,5,4,29000000
46808878,House,"Architects Engineers Housing Society, Lahore, Punjab",1 Kanal,6,7,65000000
46787540,House,"Ghous Garden, Lahore, Punjab",5 Marla,4,4,13000000
46810834,House,"Lahore Medical Housing Society, Lahore, Punjab",5 Marla,4,4,16500000
45824220,House,"GT Road, Lahore, Punjab",3 Marla,4,3,15000000
46342554,House,"Punjab University Employees Society, Lahore, Punjab",5 Marla,5,4,19000000
46237526,House,"Township, Lahore, Punjab",2 Kanal,5,5,105000000
46395683,House,"Township, Lahore, Punjab",2 Kanal,6,5,85000000
46662773,House,"Wapda Town, Lahore, Punjab",10 Marla,6,5,36500000
46700847,House,"Wapda Town, Lahore, Punjab",10 Marla,6,5,38000000
46233921,House,"Wapda Town, Lahore, Punjab",10 Marla,6,4,32500000
46020239,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,5,140000000
46787691,House,"Sunfort Gardens, Lahore, Punjab",5.5 Marla,6,5,23500000
46751561,House,"Punjab University Employees Society, Lahore, Punjab",10 Marla,3,2,24500000
46810948,House,"Bahria Orchard, Lahore, Punjab",5 Marla,3,3,16500000
46800879,House,"Sultan Town, Lahore, Punjab",4 Marla,4,5,18500000
45301836,House,"GT Road, Lahore, Punjab",3 Marla,3,3,11500000
46863594,House,"Canal Garden, Lahore, Punjab",5 Marla,5,4,18500000
45647404,House,"Wapda Town, Lahore, Punjab",5 Marla,5,6,21000000
47223756,House,"IEP Engineers Town, Lahore, Punjab",10 Marla,6,5,36000000
45982759,House,"Al-Qayyum Garden, Lahore, Punjab",3 Marla,4,3,7000000
46736332,House,"Johar Town, Lahore, Punjab",5 Marla,4,3,18500000
46798390,House,"Bahria Town, Lahore, Punjab",6.3 Marla,4,3,22000000
45337715,House,"Cantt, Lahore, Punjab",2.5 Marla,3,3,10000000
46288051,House,"State Life Housing Society, Lahore, Punjab",10 Marla,6,5,47500000
46194823,House,"Jubilee Town, Lahore, Punjab",7 Marla,6,6,23500000
46186609,House,"Iqbal Avenue, Lahore, Punjab",16 Marla,6,8,43500000
46724755,House,"Baghbanpura, Lahore, Punjab",5.5 Marla,4,4,21000000
45824248,House,"Lahore Medical Housing Society, Lahore, Punjab",4 Marla,4,3,15500000
46186402,House,"Iqbal Avenue, Lahore, Punjab",10 Marla,6,5,34000000
45467553,House,"Gulberg, Lahore, Punjab",1 Kanal,6,5,110000000
